Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
310620005620429,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200121,Sion,1,0,333,924,2.77,1.74,8528.03,172864447.33,8819.36,176210800.79,4587.54,81984104.67,5970.65,98468244.19,NA
310620005620430,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200120,Anchieta,1,0,122,329,2.7,1.12,5111.32,22459619.46,5284.58,22304009.8,2891.3,14841151.89,3871.4,16082951.98,NA
310620005620431,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200110,Vila Paris,1,0,285,636,2.23,1.31,4877.32,20217826.31,5451.12,19465582.7,3871.67,18046427.19,4946.22,17739454.02,NA
310620005620432,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200110,Vila Paris,1,0,64,206,3.22,1.73,5222.34,36687849.98,7111.28,36521663.55,3387.08,25064919.76,5844.96,28921559.15,NA
310620005620433,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200109,Coração de Jesus,1,0,176,469,2.66,1.57,6048.77,25791518.39,6262.25,25362380.25,3756.1,21313566.31,5124.07,22068705.66,NA
310620005620434,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200109,Coração de Jesus,1,0,61,172,2.82,1.45,6024.85,19567823.66,6125.27,19273993.08,3786.48,20905407.8,5227.35,21332387.23,NA
310620005620435,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200102,Santa Lúcia,1,0,128,416,3.25,1.53,9193.83,100888198.62,9645.98,101493389.52,4272.82,49936732.18,5942.83,59563551.74,NA
310620005620436,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,227,648,2.85,1.79,8380.51,161808988.79,9102.27,169210392.53,4848.14,116606429.25,7146.52,155557300.95,NA
310620005620437,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200088,Boa Viagem,1,0,216,480,2.22,1.68,5113.54,24873583.52,5606.72,24505546.64,3465.02,21014699.71,4606.68,22684210.27,NA
310620005620438,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200089,Lourdes,1,0,11,39,3.55,2.07,4212.55,5015891.27,4212.55,5015891.27,1803.73,4955070.26,3033.55,4586051.78,NA
310620005620439,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200089,Lourdes,1,0,31,81,2.61,1.45,6326.16,48665812.81,6326.16,48665812.81,3739.89,30066128.39,4674.87,33265101.03,NA
310620005620440,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,61,143,2.34,1.46,9053.11,73590415.14,9861.43,72164394.29,6174.72,59103494.96,8254.63,61872318.75,NA
310620005620441,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200089,Lourdes,1,0,38,95,2.5,2.2,7865.39,69720005.92,8302.36,69972500.69,4166.57,41999989.21,6048.24,49711274.58,NA
310620005620442,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200090,Santo Agostinho,1,0,159,504,3.17,1.64,11998.18,113749020.1,12307.81,112867919.74,5897.12,72140005.24,8152.45,81372099.17,NA
310620005620443,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,152,426,2.8,1.82,8734.34,44131316.12,9349.44,41469623.79,5253.57,60907634.14,7468.69,70078989.14,NA
310620005620445,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200119,Cruzeiro,1,0,71,157,2.21,1.28,3676.2,12696541.05,3895.67,12598073.41,2548.87,8922984.72,3103.87,9145045.06,NA
310620005620446,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200110,Vila Paris,1,0,104,301,2.89,1.69,4177.35,18382610.21,5051.67,17806613.92,2837.73,14932928.91,3884.67,16382223.95,NA
310620005620447,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200108,Luxemburgo,1,0,51,160,3.14,1.16,5447.47,14775177.49,5787.94,13705745.04,2986.55,15158914.17,4450.55,16083228.67,NA
310620005620448,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200109,Coração de Jesus,1,0,105,318,3.03,1.76,4167.2,23590071.58,4861.73,24151350.76,3059.42,16052874.51,4125.38,17253936.74,NA
310620005620449,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200120,Anchieta,1,0,207,509,2.46,1.3,7448,48931586.77,7826.07,48454189.29,4784.19,37396148.81,6143.48,39676784.86,NA
310620005620450,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200121,Sion,1,0,68,160,2.35,1.22,3906.47,14537694.82,4284.52,14321336.65,2763.91,11884819.96,3286.22,12418536.4,NA
310620005620451,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200100,Comiteco,1,0,46,156,3.39,2.95,10514.13,113265184.78,11247.67,112908446.84,5362.76,61532999.28,7476.92,70065802.09,NA
310620005620452,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200117,São Pedro,1,0,43,51,1.19,0.25,5852.09,13188497.9,5852.09,13188497.9,5482.8,12627200.16,5594.69,12251212.93,NA
310620005620453,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200102,Santa Lúcia,1,0,143,394,2.76,1.59,7061.38,37244407.27,7317.23,36717933.49,3782.67,24684500,5021.36,26554469.26,NA
310620005620454,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200102,Santa Lúcia,1,0,46,148,3.22,1.91,5352.17,28678550.72,6654.05,26944774.77,3138.96,17396907.87,4656.7,18755866.79,NA
310620005620455,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200101,Belvedere,1,0,81,303,3.74,1.72,12561.93,117483920.37,13045.08,115676620.25,5447.55,67074549.84,7584.87,77228205.44,NA
310620005620457,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200121,Sion,1,0,44,141,3.2,1.14,8134.09,42202299.15,8521.43,40879773.52,4371.77,29876433.28,5982.42,31262533.44,NA
310620005620458,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200096,Nossa Senhora de Fátima,1,1,131,486,3.71,3.61,718.09,945954.65,777.44,978261.56,465.16,1063401.77,749.96,1502672.67,NA
310620005620459,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200083,Centro,1,0,66,151,2.29,1.22,2573.18,6944452.8,2739.19,6937633.77,1735.18,4395094.81,1996.83,4536489.92,NA
310620005620460,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200099,Mangabeiras,1,0,29,111,3.83,2.22,9596.59,97961816.54,10703.88,97390744.35,4583.64,50791230.82,6736.56,60288327.73,NA
310620005620462,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200096,Nossa Senhora de Fátima,1,1,89,323,3.63,3.92,554.72,102272.89,641.17,62263.04,379.07,121839.45,609.3,55150.52,NA
310620005620463,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200113,Santo Antônio,1,0,150,373,2.49,1.26,4531.18,26304977.18,4719.98,26511322.72,2899.63,16464414.92,3744.92,18104551.66,NA
310620005620464,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200095,Santana do Cafezal,1,1,36,119,3.31,4.05,870.92,400773.68,870.92,400773.68,575.11,286253.69,748.42,242201.97,NA
310620005620465,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200097,Marçola,1,1,54,199,3.69,3.96,585.57,1150340.14,752.88,1357990.64,354.95,472245.74,648.7,674841.58,NA
310620005620466,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200092,São Lucas,1,0,195,524,2.69,1.98,3934.69,23217319.25,4169.91,23626664.46,2409.47,19796446.23,3145.88,23540219.77,NA
310620005620467,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200097,Marçola,1,1,73,251,3.44,2.61,708.73,790368.2,795.95,818650.08,445.17,395086.75,683.88,444046.77,NA
310620005620468,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200116,Estrela,1,1,116,453,3.91,3.6,739.04,3460562.32,1143.05,4909855.05,481.47,1389045.99,866.16,2169608.31,NA
310620005620469,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200099,Mangabeiras,1,0,212,715,3.37,1.96,14396.56,327379326.61,15337.04,334376917.16,7358.46,171938785.95,10147.55,208881141.77,NA
310620005620471,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200095,Santana do Cafezal,1,1,166,583,3.51,2.31,630.61,153389.35,679.75,131799.97,450.72,136508.47,611.42,86785.03,NA
310620005620472,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200096,Nossa Senhora de Fátima,1,1,185,747,4.04,3.81,613.11,552881.24,761.24,573838.55,370.12,296209.56,657.1,337437.09,NA
310620005620473,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200099,Mangabeiras,1,0,80,289,3.61,1.81,12077.03,154710041.57,13056.24,154465888.05,5530.98,81135744.69,7411.52,94852880.15,NA
310620005620474,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200101,Belvedere,1,0,87,323,3.71,2.37,8419.54,76539788.16,9898.65,75328422.81,3829.09,38730628.06,5830.23,47348001.59,NA
310620005620475,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200089,Lourdes,1,0,130,256,1.97,2,4234.85,28097911.18,4705.39,29013655.71,3127.27,19641526.96,3830.91,21373971.56,NA
310620005620476,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200107,Vila Bandeirantes,1,1,61,212,3.48,2.59,484.77,112462.11,603.49,67439.13,392.03,111746.42,588.04,51819.07,NA
310620005620477,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200107,Vila Bandeirantes,1,1,102,350,3.43,2.76,787.37,214558.47,827.96,191779.64,527.01,222025.4,749.31,148761.47,NA
310620005620478,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200105,Ápia,1,1,114,405,3.55,2.71,836.06,2100546.13,907.72,2216649.01,631.95,1199369.19,797.51,1382229.17,NA
310620005620479,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200106,Conjunto Santa Maria,1,1,352,1127,3.2,2.49,1009.33,2404381.21,1149.79,2578038.08,698.5,1758040.38,989.71,2203403.16,NA
310620005620480,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200109,Coração de Jesus,1,0,104,271,2.61,1.23,5166.22,20432265.63,5482.52,19944122.5,3040.05,15172027.91,4330.79,16028613.02,NA
310620005620481,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200088,Boa Viagem,1,0,228,498,2.18,1.23,3733.84,19851245.38,4173.12,20356011.85,2530.51,13497461.82,3307.54,15076294.35,NA
310620005620482,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,14,34,2.43,1.03,2757.86,3116095.05,2757.86,3116095.05,1944.24,3226562.69,2376.3,2904978.06,NA
310620005620483,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,157,402,2.56,1.25,5656.89,17888926.01,5804.78,17495556.63,3598.19,14397279.14,4503.62,13940935.35,NA
310620005620484,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200099,Mangabeiras,1,0,59,192,3.25,2.4,8045.93,65491648.68,9494.2,63489967.71,4484.23,45270126.61,6564.92,52675174.99,NA
310620005620485,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200087,Savassi,1,0,39,90,2.31,1.74,4194.87,13242999.33,4544.44,12744111.11,2847.91,10821186.16,3826.88,10794158.33,NA
310620005620486,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200091,Barro Preto,1,0,142,418,2.94,2.41,2513.2,6017532.39,2604.93,5998077.2,1510.4,3713019.76,1946.74,3936943.89,NA
310620005620487,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200122,Santa Isabel,1,0,37,139,3.76,3.41,900.54,408188.59,1009.7,345553.03,764,975274.19,1073.03,1038878.19,NA
310620005620488,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200123,Vila Fumec,1,0,22,72,3.27,3.06,1011.82,4323691.77,1309.41,5260818.38,755.19,1817203.47,1040.49,2215711.66,NA
310620005620489,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200124,Pindura Saia,1,1,46,153,3.33,3.6,1021.91,2410043.41,1146.54,2564841.25,773.19,1819718.89,1057.22,2191698.82,NA
310620005620490,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200125,Mala e Cuia,1,0,18,60,3.33,2.71,1946.67,33215682.35,2190,37076013.33,1131.5,14025196.82,1773.7,21035843.94,NA
310620005620491,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200104,São Bento,1,0,8,29,3.63,1.7,9861.75,61825359.07,9861.75,61825359.07,3954.54,40214241.22,7300.69,50612311.4,NA
310620005620492,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200117,São Pedro,1,0,195,541,2.77,1.66,6355.66,24044410.13,6421.52,23869737.02,3653.29,17934182.66,4790.09,18069769.58,NA
310620005620493,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200043,Santa Efigênia,1,0,284,735,2.59,1.52,6965.69,41948409.65,7550.59,41050991.28,4439.52,38707448.31,5990.68,42947763.66,NA
310620005620494,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200113,Santo Antônio,1,0,141,435,3.09,1.51,7215.12,47164905.62,7425.78,46976287.98,3918.05,29853701.36,5315.49,33084229.39,NA
310620005620495,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200086,Funcionários,1,0,147,414,2.82,2.01,5408.63,302574973.65,5679.06,316265718.6,2936.56,117606689.83,3675.31,144562883.28,NA
310620005620496,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200109,Coração de Jesus,1,0,189,448,2.37,1.46,4933.28,16645460.46,5095.03,16365578.98,3287.23,13804083.23,4148.64,13847853.44,NA
310620005620497,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200090,Santo Agostinho,1,0,67,223,3.33,2.07,13198.51,371987725.01,13817.19,381017318.95,6383.96,329898871.43,9530.99,463471489.8,NA
310620005620498,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000562,CENTRO-SUL,3106200108,Luxemburgo,1,0,184,559,3.04,1.51,11869.51,627866568.14,11869.51,627866568.14,7505.07,856795836.11,9802.14,1097152139.81,NA
310620005630001,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200021,Esplanada,1,0,257,786,3.06,2.31,2618.89,8144600.07,2804.4,8201516.01,1566.87,5181510.45,2145.67,5854904.24,NA
310620005630002,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200021,Esplanada,1,0,287,853,2.97,1.95,3156.01,12586960.52,3178.15,12604965.34,1808.28,7423156.26,2348.99,8374254.9,NA
310620005630003,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200022,Vila Nossa Senhora do Rosário,1,1,192,673,3.51,3.25,1032.93,1262476.51,1120.46,1271435.57,592.75,669953.23,881.04,741974.61,NA
310620005630004,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200021,Esplanada,1,0,306,869,2.84,1.65,2322.57,7000537.92,2467.73,7080132.02,1461.98,4173051.99,1975.78,4625247.51,NA
310620005630005,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200021,Esplanada,1,0,319,1019,3.19,2.14,2330.96,11076959.75,2406.4,11254483.66,1425.3,6099648.02,1899.72,7230307.18,NA
310620005630006,3,Região Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,16,RM Belo Horizonte,3106200,BELO HORIZONTE,310620005,BELO HORIZONTE,31062000563,LESTE,3106200021,Esplanada,1,0,275,856,3.11,1.69,2799.84,8934670.15,2927.59,8968465.59,1573.72,5259321.9,2201.51,5976579.19,NA
